segment,region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Cement,norway,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06,1.1116562577958695e-06
Cement,poland,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07,1.2484737769431576e-07
Cement,portugal,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07,4.117378940944003e-07
Cement,romania,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07,2.80767185062759e-07
Cement,slovakia,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07,5.828478955376536e-07
Cement,slovenia,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06,1.8303288281393478e-06
Cement,spain,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07,1.2143837713541846e-07
Cement,sweden,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07,6.640168131444553e-07
Cement,switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glass and Cermaics,austria,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06,1.3259099325183428e-06
Glass and Cermaics,belgium,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07,8.680625659358804e-07
Glass and Cermaics,bulgaria,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06,1.3540362904294987e-06
Glass and Cermaics,croatia,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06,5.894364264626605e-06
Glass and Cermaics,cyprus,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05,2.3952478851276577e-05
Glass and Cermaics,czechia,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07,9.29853679595006e-07
Glass and Cermaics,denmark,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06,6.420632236724427e-06
Glass and Cermaics,estonia,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05,1.7759523228097493e-05
Glass and Cermaics,finland,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05,5.3691060975244607e-05
Glass and Cermaics,france,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07,2.2998502250325987e-07
Glass and Cermaics,germany,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07,1.923039146704878e-07
Glass and Cermaics,greece,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06,5.913844860300079e-06
Glass and Cermaics,hungary,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06,2.606082972909516e-06
Glass and Cermaics,iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glass and Cermaics,ireland,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563,0.00025110368404003563
Glass and Cermaics,italy,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07,1.8730362327518817e-07
Glass and Cermaics,latvia,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05,2.103083157398483e-05
Glass and Cermaics,liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glass and Cermaics,lithuania,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05,2.7918706187908978e-05
Glass and Cermaics,luxembourg,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05,9.548087939060881e-05
Glass and Cermaics,malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glass and Cermaics,netherlands,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06,1.0802242301808988e-06
Glass and Cermaics,norway,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05,2.28347500359572e-05
Glass and Cermaics,poland,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07,3.624872114077277e-07
Glass and Cermaics,portugal,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06,1.0249109398960032e-06
Glass and Cermaics,romania,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06,2.1237069338509638e-06
Glass and Cermaics,slovakia,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06,1.9770910628280442e-06
Glass and Cermaics,slovenia,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05,2.7055233426688864e-05
Glass and Cermaics,spain,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07,2.2992804045754793e-07
Glass and Cermaics,sweden,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05,1.1014055540859411e-05
Glass and Cermaics,switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High temperature heat,austria,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06,3.911463239875995e-06
High temperature heat,belgium,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07,9.923080985580106e-07
High temperature heat,bulgaria,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06,4.96954819928979e-06
High temperature heat,croatia,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05,2.9616405202231143e-05
High temperature heat,cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High temperature heat,czechia,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06,2.410146674882569e-06
